Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Raynor Group,Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),Laura Thompson,25/02/2024,Custom solution,Churned Customer,7,,,3011,90,02/09/2024,31/05/2024,,
Konopelski Group,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Laura Thompson,31/01/2024,Services,Churned Customer,7,,,655,80,23/05/2024,12/02/2024,,
"Johnson, Sporer and Kertzmann",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Emily Johnson,07/02/2024,Custom solution,Churned Customer,7,,,2589,60,19/12/2024,15/04/2024,,
"Predovic, Ryan and Wisoky",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Laura Thompson,11/05/2024,SAAS,Churned Customer,7,,,2378,50,17/09/2024,03/09/2024,,
Bernhard-Padberg,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,29/03/2024,SAAS,Churned Customer,7,,,4592,40,25/12/2024,09/07/2024,,
"Kemmer, Crona and Dietrich",Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Emily Johnson,09/03/2024,SAAS,Churned Customer,7,,,7969,30,15/06/2024,06/07/2024,,
Bruen and Sons,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Michael Brown,28/04/2024,SAAS,Churned Customer,7,,,1295,40,24/12/2024,22/08/2024,,
"Hickle, Rutherford and Ritchie",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Laura Thompson,13/02/2024,Custom solution,Churned Customer,7,,,3184,100,21/06/2024,15/02/2024,,
"Hegmann, Jones and Schiller",Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Emily Johnson,24/04/2024,SAAS,Churned Customer,7,,,2931,80,05/12/2024,07/05/2024,,
"Heidenreich, Bergnaum and Gleason",Spain,40.416775,-3.703790,Education & Science,Medium (201-500),Jessica Martinez,30/01/2024,SAAS,Churned Customer,7,,,7888,10,09/08/2024,28/02/2024,,
Senger-Deckow,Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),Emily Johnson,30/03/2024,SAAS,Churned Customer,7,,,6007,50,22/11/2024,08/07/2024,,
"Krajcik, Hagenes and Cronin",Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),Emily Johnson,19/01/2024,SAAS,Churned Customer,7,,,6718,60,05/03/2024,23/02/2024,,
"Parisian, Kub and Wilderman",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Sarah Davis,31/01/2024,SAAS,Churned Customer,7,,,4828,100,25/01/2025,16/02/2024,,
Funk-Herman,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),Emily Johnson,19/04/2024,SAAS,Churned Customer,7,,,3672,90,24/08/2024,27/07/2024,,
Mraz Group,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Laura Thompson,23/03/2024,Custom solution,Churned Customer,7,,,4088,20,28/11/2024,09/06/2024,,
Oberbrunner-Moore,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),David Wilson,04/02/2024,Services,Churned Customer,7,,,1748,60,17/03/2024,23/02/2024,,
McLaughlin-Schmidt,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Sarah Davis,15/02/2024,Custom solution,Churned Customer,7,,,3420,80,04/10/2024,08/04/2024,,
"Hane, Berge and Gleason",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,05/05/2024,Services,Churned Customer,7,,,3736,90,07/10/2024,04/07/2024,,
Mynte,Italy,41.902782,12.496366,Education & Science,Large (501-1000),Michael Brown,03/04/2024,SAAS,Churned Customer,7,,,13020,30,13/10/2024,11/05/2024,,
"Borer, Cremin and Rolfson",Switzerland,46.204391,6.143158,Government Administration Healthcare,Large (501-1000),Sarah Davis,29/05/2024,Services,Churned Customer,7,,,12088,60,11/04/2025,07/09/2024,,
Hyatt and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Large (501-1000),John Smith,13/03/2024,Services,Churned Customer,7,,,8026,100,18/11/2024,16/03/2024,,
Hamill-Purdy,Italy,41.902782,12.496366,IT & IT Services,Large (501-1000),Michael Brown,18/01/2024,Services,Churned Customer,7,,,15725,10,09/07/2024,29/04/2024,,
Wiegand LLC,Switzerland,46.204391,6.143158,IT & IT Services,Large (501-1000),Jessica Martinez,12/04/2024,SAAS,Churned Customer,7,,,4292,20,18/07/2024,07/05/2024,,
Bogan-Goldner,Netherlands,52.370216,4.895168,Telecommunications,Large (501-1000),Laura Thompson,07/03/2024,Custom solution,Churned Customer,7,,,15281,30,17/07/2024,18/03/2024,,
Gabtune,Germany,52.520008,13.404954,Government Administration Healthcare,Enterprise (1001+),Emily Johnson,07/03/2024,SAAS,Churned Customer,7,,,18599,30,27/07/2024,11/06/2024,,
"Vandervort, Mosciski and White",France,48.864716,2.349014,Transportation & Logistics,Enterprise (1001+),Laura Thompson,06/01/2024,Custom solution,Churned Customer,7,,,2916,20,10/09/2024,07/04/2024,,
Labadie-Rath,Netherlands,52.370216,4.895168,Agriculture & Mining,Enterprise (1001+),Laura Thompson,25/04/2024,Custom solution,Churned Customer,7,,,13151,100,09/06/2024,01/08/2024,,
Berge LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Enterprise (1001+),John Smith,08/04/2024,Services,Churned Customer,7,,,13724,40,01/05/2024,31/05/2024,,
"Cole, McKenzie and Lakin",Italy,41.902782,12.496366,Transportation & Logistics,Enterprise (1001+),Jessica Martinez,28/02/2024,Custom solution,Churned Customer,7,,,2038,30,03/08/2024,16/06/2024,,
Quigley-Monahan,Germany,52.520008,13.404954,Education & Science,Enterprise (1001+),David Wilson,14/05/2024,Services,Churned Customer,7,,,16079,50,19/01/2025,01/06/2024,,
Rhycero,France,48.864716,2.349014,Banking and Finance,Small (11-200),Sarah Davis,07/02/2024,Custom solution,Customer,6,,,480,50,07/11/2024,06/03/2024,,
Quimba,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,29/03/2024,Services,Customer,6,,,1055,90,01/01/2025,08/07/2024,,
Edgeblab,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),Laura Thompson,26/01/2024,Services,Customer,6,,,919,60,20/04/2024,22/03/2024,,
Twitternation,Austria,48.210033,16.363449,Government Administration Healthcare,Small (11-200),Jessica Martinez,09/01/2024,SAAS,Customer,6,,,1130,50,15/10/2024,12/03/2024,,
"Hoeger, Flatley and Anderson",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,20/04/2024,SAAS,Customer,6,,,1936,40,21/02/2025,14/06/2024,,
"Hermiston, Ziemann and Howell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Laura Thompson,05/02/2024,Services,Customer,6,,,1643,30,12/08/2024,30/05/2024,,
"Monahan, Ondricka and Nienow",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),John Smith,08/05/2024,SAAS,Customer,6,,,1023,20,24/01/2025,30/05/2024,,
"Kovacek, Hermiston and McCullough",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),John Smith,27/04/2024,SAAS,Customer,6,,,1086,30,22/07/2024,12/06/2024,,
Macejkovic LLC,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,26/02/2024,SAAS,Customer,6,,,710,40,18/08/2024,29/05/2024,,
Keeling-Sauer,Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Emily Johnson,17/02/2024,Services,Customer,6,,,1986,50,17/07/2024,08/03/2024,,
Berge Group,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,22/01/2024,Services,Customer,6,,,765,50,12/07/2024,07/04/2024,,
Jenkins-Turcotte,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Laura Thompson,18/03/2024,Services,Customer,6,,,1071,30,03/06/2024,25/05/2024,,
Kutch LLC,France,48.864716,2.349014,Banking and Finance,Small (11-200),Jessica Martinez,20/02/2024,SAAS,Customer,6,,,1189,20,06/05/2024,12/04/2024,,
Durgan-Little,France,48.864716,2.349014,Telecommunications,Small (11-200),Laura Thompson,05/03/2024,SAAS,Customer,6,,,387,40,23/05/2024,17/06/2024,,
Hilpert-Wyman,Austria,48.210033,16.363449,Manufacturing & Production,Small (11-200),John Smith,29/03/2024,Services,Customer,6,,,404,70,30/05/2024,10/06/2024,,
Stiedemann-Roob,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Jessica Martinez,22/04/2024,SAAS,Customer,6,,,789,50,03/09/2024,08/06/2024,,
"Reichel, Runolfsdottir and Stoltenberg",Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,26/02/2024,Services,Customer,6,,,371,40,10/08/2024,09/05/2024,,
"Terry, Jenkins and Baumbach",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),Kevin Anderson,13/05/2024,SAAS,Customer,6,,,202,50,10/10/2024,25/08/2024,,
Runolfsdottir-O'Conner,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Michael Brown,12/05/2024,Custom solution,Customer,6,,,951,30,13/09/2024,21/05/2024,,
Kutch Group,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Jessica Martinez,16/04/2024,Services,Customer,6,,,633,30,28/07/2024,29/05/2024,,
"Corwin, Abbott and Robel",Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Kevin Anderson,20/04/2024,SAAS,Customer,6,,,971,90,13/07/2024,06/06/2024,,
"Ward, Kuhic and Torp",Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),John Smith,21/02/2024,SAAS,Customer,6,,,1676,10,18/11/2024,02/06/2024,,
Beier-Lang,France,48.864716,2.349014,IT & IT Services,Small (11-200),Jessica Martinez,16/04/2024,SAAS,Customer,6,,,809,30,22/06/2024,28/07/2024,,
"Auer, Hackett and Bruen",Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),Michael Brown,28/02/2024,Custom solution,Customer,6,,,304,90,24/06/2024,05/05/2024,,
"Buckridge, Brekke and Daniel",Belgium,51.260197,4.402771,Manufacturing & Production,Small (11-200),Jessica Martinez,12/04/2024,SAAS,Customer,6,,,1584,40,06/05/2024,22/06/2024,,
Fay Inc,France,48.864716,2.349014,Education & Science,Small (11-200),Kevin Anderson,22/05/2024,Custom solution,Customer,6,,,894,30,19/02/2025,11/08/2024,,
"Braun, Goldner and Durgan",France,48.864716,2.349014,Recreation & Sports,Small (11-200),Sarah Davis,17/04/2024,SAAS,Customer,6,,,1067,30,23/03/2025,22/04/2024,,
Gibson-Hettinger,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),Laura Thompson,31/01/2024,Services,Customer,6,,,1313,40,30/06/2024,21/02/2024,,
"Gutmann, Kunze and Schaden",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Sarah Davis,19/01/2024,Services,Customer,6,,,1219,30,05/04/2024,27/02/2024,,
Schamberger-Dicki,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Laura Thompson,06/03/2024,Services,Customer,6,,,1363,30,11/05/2024,21/03/2024,,
Harvey Inc,Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),David Wilson,10/01/2024,Custom solution,Customer,6,,,1693,80,31/10/2024,10/01/2024,,
"Bins, Lakin and Daugherty",Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Sarah Davis,04/01/2024,SAAS,Customer,6,,,844,70,18/12/2024,19/02/2024,,
"Reynolds, Bogisich and Block",Spain,40.416775,-3.703790,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,23/05/2024,Custom solution,Customer,6,,,1336,80,13/01/2025,12/08/2024,,
"Auer, Schmeler and Morissette",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Emily Johnson,11/03/2024,Services,Customer,6,,,267,90,06/04/2024,30/03/2024,,
Hegmann Group,Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Laura Thompson,11/01/2024,Custom solution,Customer,6,,,559,40,23/11/2024,01/05/2024,,
Will-Stamm,Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),Jessica Martinez,26/03/2024,Custom solution,Customer,6,,,1204,20,11/06/2024,19/06/2024,,
Goldner-Weimann,France,48.864716,2.349014,Banking and Finance,Small (11-200),Laura Thompson,21/02/2024,Services,Customer,6,,,1938,20,12/02/2025,17/03/2024,,
Hodkiewicz-Howe,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Michael Brown,25/04/2024,SAAS,Customer,6,,,985,40,28/02/2025,21/08/2024,,
Keeling Inc,France,48.864716,2.349014,Telecommunications,Small (11-200),Michael Brown,07/02/2024,Services,Customer,6,,,1787,60,18/08/2024,16/05/2024,,
Harris Inc,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,23/03/2024,SAAS,Customer,6,,,1949,50,17/03/2025,09/05/2024,,
Roberts and Sons,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Kevin Anderson,19/01/2024,Services,Customer,6,,,1964,70,08/10/2024,03/03/2024,,
Hauck-Beahan,Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),Laura Thompson,03/04/2024,Services,Customer,6,,,825,50,03/09/2024,01/08/2024,,
"Ryan, Toy and O'Reilly",France,48.864716,2.349014,Banking and Finance,Small (11-200),Laura Thompson,28/05/2024,SAAS,Customer,6,,,559,90,23/03/2025,02/08/2024,,
Orn Inc,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Michael Brown,03/02/2024,Services,Customer,6,,,1905,30,29/07/2024,02/06/2024,,
Kuhlman Inc,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),John Smith,14/03/2024,SAAS,Customer,6,,,1472,30,18/04/2024,01/07/2024,,
"Von, Becker and Fisher",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Michael Brown,10/01/2024,SAAS,Customer,6,,,623,30,25/10/2024,01/03/2024,,
"Mertz, Casper and Klein",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Michael Brown,16/03/2024,Services,Customer,6,,,555,50,20/02/2025,05/06/2024,,
"Botsford, King and Steuber",Austria,48.210033,16.363449,IT & IT Services,Small (11-200),Laura Thompson,04/05/2024,SAAS,Customer,6,,,1662,40,30/09/2024,11/07/2024,,
Funk-Hane,France,48.864716,2.349014,Telecommunications,Small (11-200),Jessica Martinez,09/04/2024,Services,Customer,6,,,928,20,30/01/2025,14/07/2024,,
Hartmann-Pollich,Spain,40.416775,-3.703790,Transportation & Logistics,Small (11-200),David Wilson,11/04/2024,Services,Customer,6,,,901,10,04/02/2025,08/06/2024,,
Frami-Gusikowski,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Laura Thompson,20/03/2024,SAAS,Customer,6,,,954,70,08/06/2024,09/07/2024,,
Lueilwitz Inc,France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,08/02/2024,SAAS,Customer,6,,,1328,40,07/03/2024,01/04/2024,,
Kreiger-Rice,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Michael Brown,10/02/2024,SAAS,Customer,6,,,1707,100,22/11/2024,26/04/2024,,
Blick Inc,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),John Smith,07/01/2024,SAAS,Customer,6,,,513,90,13/03/2024,23/03/2024,,
Bauch-Morar,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Laura Thompson,08/05/2024,Custom solution,Customer,6,,,1563,20,05/08/2024,05/06/2024,,
"Auer, Deckow and Torp",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,29/02/2024,SAAS,Customer,6,,,1898,40,24/10/2024,04/05/2024,,
Kuvalis-Strosin,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,25/03/2024,Custom solution,Customer,6,,,480,40,23/04/2024,04/06/2024,,
Hintz-Fadel,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Jessica Martinez,22/02/2024,SAAS,Customer,6,,,563,40,15/02/2025,11/05/2024,,
Kiehn-Bernier,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,07/01/2024,Custom solution,Customer,6,,,583,60,24/11/2024,20/03/2024,,
Zooxo,Switzerland,46.204391,6.143158,IT & IT Services,Micro (1-10),Sarah Davis,14/02/2024,Services,Customer,6,,,974,100,22/01/2025,20/05/2024,,
Jetpulse,Germany,52.520008,13.404954,IT & IT Services,Micro (1-10),John Smith,18/04/2024,SAAS,Customer,6,,,595,20,26/01/2025,19/05/2024,,
InnoZ,Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Emily Johnson,20/01/2024,SAAS,Customer,6,,,283,20,01/11/2024,20/04/2024,,
Chatterpoint,Switzerland,46.204391,6.143158,Manufacturing & Production,Micro (1-10),Michael Brown,10/03/2024,SAAS,Customer,6,,,545,30,01/06/2024,30/05/2024,,
Trunyx,Spain,40.416775,-3.703790,Transportation & Logistics,Micro (1-10),David Wilson,24/02/2024,Services,Customer,6,,,1024,30,30/08/2024,02/04/2024,,
"Luettgen, Franecki and Roberts",Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),Jessica Martinez,10/02/2024,SAAS,Customer,6,,,308,40,14/11/2024,02/06/2024,,
"Kilback, Cremin and Bergnaum",Belgium,51.260197,4.402771,Banking and Finance,Micro (1-10),Laura Thompson,23/05/2024,Services,Customer,6,,,828,60,18/09/2024,03/07/2024,,
Toy-O'Hara,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),John Smith,16/01/2024,SAAS,Customer,6,,,809,20,10/09/2024,28/03/2024,,
"Lubowitz, Herman and Fisher",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Laura Thompson,22/04/2024,SAAS,Customer,6,,,535,20,19/11/2024,19/06/2024,,
"Schulist, Bailey and Dickens",Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Kevin Anderson,03/04/2024,SAAS,Customer,6,,,1129,20,24/04/2024,28/07/2024,,
Jakubowski-Purdy,Spain,40.416775,-3.703790,Professional Services  & Consulting,Micro (1-10),Michael Brown,04/04/2024,SAAS,Customer,6,,,1116,100,19/05/2024,19/06/2024,,
Hackett LLC,Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Michael Brown,02/04/2024,Services,Customer,6,,,1039,80,18/10/2024,09/04/2024,,
Gottlieb Group,Netherlands,52.370216,4.895168,Retail & Distribution,Micro (1-10),Jessica Martinez,31/01/2024,SAAS,Customer,6,,,674,30,13/04/2024,31/01/2024,,
Hermiston-Hyatt,Switzerland,46.204391,6.143158,Agriculture & Mining,Micro (1-10),Sarah Davis,18/05/2024,Custom solution,Customer,6,,,1017,20,24/09/2024,03/07/2024,,
Goldner LLC,Portugal,38.736946,-9.142685,Education & Science,Micro (1-10),Laura Thompson,08/04/2024,SAAS,Customer,6,,,824,20,16/09/2024,15/05/2024,,
"Deckow, Dicki and Pagac",Spain,40.416775,-3.703790,Professional Services  & Consulting,Micro (1-10),David Wilson,24/02/2024,Services,Customer,6,,,302,40,09/05/2024,15/04/2024,,
Kuphal-Wuckert,Belgium,51.260197,4.402771,Transportation & Logistics,Micro (1-10),Michael Brown,02/05/2024,SAAS,Customer,6,,,1076,40,12/06/2024,31/05/2024,,
Yundt-McLaughlin,Austria,48.210033,16.363449,Professional Services  & Consulting,Micro (1-10),Laura Thompson,17/04/2024,SAAS,Customer,6,,,724,60,01/03/2025,13/05/2024,,
"D'Amore, Auer and Wilkinson",Italy,41.902782,12.496366,Manufacturing & Production,Micro (1-10),Laura Thompson,11/01/2024,Services,Customer,6,,,406,10,24/04/2024,06/03/2024,,
Fahey-Kulas,Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Sarah Davis,29/01/2024,Services,Customer,6,,,622,10,26/11/2024,09/03/2024,,
"Osinski, Langworth and Auer",Switzerland,46.204391,6.143158,Agriculture & Mining,Micro (1-10),Michael Brown,22/05/2024,SAAS,Customer,6,,,717,30,08/05/2025,20/07/2024,,
"Hane, Hettinger and Denesik",Netherlands,52.370216,4.895168,Transportation & Logistics,Micro (1-10),Laura Thompson,17/03/2024,Custom solution,Customer,6,,,1081,80,29/04/2024,14/04/2024,,
Rohan Inc,Portugal,38.736946,-9.142685,IT & IT Services,Micro (1-10),Laura Thompson,04/05/2024,SAAS,Customer,6,,,1127,80,22/06/2024,25/06/2024,,
"Koelpin, Bahringer and Beatty",Netherlands,52.370216,4.895168,Education & Science,Micro (1-10),Laura Thompson,08/05/2024,Services,Customer,6,,,667,60,03/02/2025,03/06/2024,,
Flatley-Metz,Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),Kevin Anderson,20/05/2024,Services,Customer,6,,,541,30,14/01/2025,10/06/2024,,
